569533.523050943,7033979.57725798
569562.629207481,7033983.487351989
569576.6582261248,7033985.319635476
569613.0060183269,7033990.257184377
569621.2815680448,7033991.496255612
569699.1319431248,7034003.758906354
569694.9763892236,7034019.183106022
569679.7422324907,7034075.850064219
569664.5040636666,7034132.494706133
569662.336331669,7034140.561526475
569659.7808226458,7034150.158002759
569644.3824389772,7034207.311937586
569635.136912459,7034241.684436619
569633.7247785066,7034246.925583997
569662.336331669,7034140.561526475
569648.7320183475,7034142.182120108
569572.2182882346,7034147.559882439
569887.9693382893,7034129.29224941
569873.9644354611,7034130.044910798
569806.3336164606,7034133.248396314
569772.8930559764,7034134.491048155
569739.2513616923,7034136.030594456
569731.8237141995,7034136.448121822
569729.0268198479,7034136.732623115
569719.0560397938,7034137.473656442
569678.7301511808,7034139.224712195
569662.336331669,7034140.561526475
569734.2673774103,7034237.704398694
569731.2797960931,7034194.561083407
569729.7272078495,7034146.734449219
569729.0268198479,7034136.732623115
569350.8653574021,7033960.328519996
569360.1319386761,7033961.688722426
569439.6578071458,7033969.511952833
569461.333628222,7033971.888800784
569511.0238985141,7033976.725041423
569521.7965790149,7033978.385962744
569498.1748562419,7034149.549164113
569486.0391580835,7034149.987499928
569460.2105145627,7034152.457736984
569413.4594696938,7034155.387698573
569395.4593820283,7034156.679847835
569340.2389362107,7034161.578123086
569332.446439866,7034162.022097024
569323.4235394266,7034162.573152211
569289.2863148558,7034164.206981142
569281.0022535335,7034164.528967543
569621.2815680448,7033991.496255612
569621.3146344583,7033984.018219747
569619.9259693917,7033959.066219451
569619.5889684685,7033949.09463617
569618.9373037891,7033930.188505585
569511.729125014,7034047.14761946
569506.1205039978,7034046.557539539
569504.5565351897,7034046.389784114
569476.448771894,7034043.426995635
569572.2182882346,7034147.559882439
569571.8514508154,7034141.477499562
569569.8398137564,7034107.06042437
569768.138221903,7034234.30849806
569768.1851354376,7034231.244453224
569768.5090251955,7034209.7737499345
569770.0109511904,7034186.021600655
569771.6163562194,7034139.690514807
569772.8930559764,7034134.491048155
569773.9379081167,7034129.163918198
569782.5592078695,7034085.047949192
569786.6746788056,7034067.817373506
569797.2148474252,7034027.978699727
569873.381674274,7034086.363268201
569865.9432988283,7034086.579630381
569835.1313261595,7034087.678477736
569790.1934237756,7034086.15086222
569782.5592078695,7034085.047949192
569576.6582261248,7033985.319635476
569577.2674805671,7033977.742686562
569577.4695618895,7033975.339617618
569580.0053090513,7033946.460619708
569498.1748562419,7034149.549164113
569501.4958602992,7034122.403627873
569504.0290670013,7034105.316657242
569511.729125014,7034047.14761946
569679.7422324907,7034075.850064219
569684.9210642035,7034077.144405599
569693.3373417079,7034079.244956782
569722.2253064045,7034086.473194296
569726.0665669119,7034071.49914511
569730.9282432009,7034052.546054193
569739.6655099603,7034021.172048436
569521.7965790149,7033978.385962744
569518.9149499473,7033973.608670594
569533.6046486582,7033865.425001269
569621.2815680448,7033991.496255612
569632.2793292997,7033993.363076623
569644.9181036658,7033995.299125952
569686.2431047914,7034001.616566992
569699.1319431248,7034003.758906354
569712.5533810703,7034006.202701488
569741.6243470912,7034011.250530735
569792.767232717,7034020.859793989
569798.3885224373,7034021.785024476
569855.6283562451,7034031.784790965
569858.7936373836,7034033.837902028
569540.0828345759,7034147.573906976
569540.7265107265,7034156.537893596
569543.4755349661,7034194.704792659
569592.0667165166,7034078.576630528
569607.2800187368,7034077.358634697
569619.8431780827,7034078.16723263
569618.7130904266,7034093.378775266
569592.7555680063,7034090.963339461
569592.0667165166,7034078.576630528
569588.7386144961,7034018.64069983
569606.1567106282,7034018.897338183
569624.6182214128,7034019.154506852
569619.8431780827,7034078.16723263
569618.7130904266,7034093.378775266
569631.5564581297,7034093.926027438
569606.1567106282,7034018.897338183
569607.2800187368,7034077.358634697
569624.6182214128,7034019.154506852
569628.1370842961,7034017.358678616
569631.5219242512,7033998.796819325
569632.2793292997,7033993.363076623
569692.7454594593,7033940.835966551
569707.9138938626,7033943.99771051
569714.9763151724,7033945.466918656
569726.0665669119,7034071.49914511
569735.2040702349,7034073.49293663
569751.0244360825,7034076.947769262
569756.3755746818,7034078.123384424
569763.3566218887,7034079.646661013
569768.762641942,7034080.823494955
569782.5592078695,7034085.047949192
569786.4673810055,7034123.273873281
569792.9724739855,7034110.00762083
569806.2005913416,7034109.850652612
569806.3047177391,7034127.942408682
569806.3336164606,7034133.248396314
569624.5452133787,7033885.204052178
569665.3354315034,7033885.658047654
569672.223262676,7033885.75243252
569712.2953263177,7033885.255136726
569744.3791546084,7033891.851042802
569768.8436228032,7033901.21228871
569776.0730463548,7033915.848347038
569774.8944389019,7033929.130587355
569761.2679019012,7033941.10459763
569745.169024346,7033946.036366984
569714.9763151724,7033945.466918656
569702.7829437471,7033991.555960775
569701.3597671317,7033996.6073648
569701.0537101568,7033997.592658042
569699.1319431248,7034003.758906354
569542.1882085339,7033866.291604732
569526.2695736331,7033974.7271546805
569521.7965790149,7033978.385962744
569569.8398137564,7034107.06042437
569569.4140780603,7034099.784172278
569565.6045662534,7034064.70381577
569561.8034322641,7033990.691783485
569562.629207481,7033983.487351989
569504.0290670013,7034105.316657242
569495.9253730056,7034103.9924534345
569476.1216031516,7034100.742089834
569511.729125014,7034047.14761946
569520.3657270913,7033986.558062379
569521.7965790149,7033978.385962744
569490.3114054085,7034205.6081442945
569496.6878755267,7034158.700871921
569498.1748562419,7034149.549164113
569572.2182882346,7034147.559882439
569560.964946888,7034148.284636376
569540.0828345759,7034147.573906976
569540.0828345759,7034147.573906976
569506.4099660667,7034149.416150623
569498.1748562419,7034149.549164113
569618.9373037891,7033930.188505585
569618.7180542734,7033927.876573621
569618.5873826098,7033925.165326101
569615.6804410836,7033877.766293262
569639.4042368565,7034074.915260874
569645.8877072054,7034031.454577794
569642.771354401,7034021.879406627
569642.771354401,7034021.879406627
569644.4146881809,7034000.760691374
569644.9181036658,7033995.299125952
569569.4140780603,7034099.784172278
569564.4320495666,7034099.99896848
569563.7724041434,7034100.029195303
569521.7965790149,7033978.385962744
569533.523050943,7033979.57725798
569562.629207481,7033983.487351989
569576.6582261248,7033985.319635476
569613.0060183269,7033990.257184377
569621.2815680448,7033991.496255612
569699.1319431248,7034003.758906354
569694.9763892236,7034019.183106022
569679.7422324907,7034075.850064219
569664.5040636666,7034132.494706133
569662.336331669,7034140.561526475
569659.7808226458,7034150.158002759
569644.3824389772,7034207.311937586
569635.136912459,7034241.684436619
569633.7247785066,7034246.925583997
569662.336331669,7034140.561526475
569648.7320183475,7034142.182120108
569572.2182882346,7034147.559882439
569887.9693382893,7034129.29224941
569873.9644354611,7034130.044910798
569806.3336164606,7034133.248396314
569772.8930559764,7034134.491048155
569739.2513616923,7034136.030594456
569731.8237141995,7034136.448121822
569729.0268198479,7034136.732623115
569719.0560397938,7034137.473656442
569678.7301511808,7034139.224712195
569662.336331669,7034140.561526475
569734.2673774103,7034237.704398694
569731.2797960931,7034194.561083407
569729.7272078495,7034146.734449219
569729.0268198479,7034136.732623115
569350.8653574021,7033960.328519996
569360.1319386761,7033961.688722426
569439.6578071458,7033969.511952833
569461.333628222,7033971.888800784
569511.0238985141,7033976.725041423
569521.7965790149,7033978.385962744
569498.1748562419,7034149.549164113
569486.0391580835,7034149.987499928
569460.2105145627,7034152.457736984
569413.4594696938,7034155.387698573
569395.4593820283,7034156.679847835
569340.2389362107,7034161.578123086
569332.446439866,7034162.022097024
569323.4235394266,7034162.573152211
569289.2863148558,7034164.206981142
569281.0022535335,7034164.528967543
569621.2815680448,7033991.496255612
569621.3146344583,7033984.018219747
569619.9259693917,7033959.066219451
569619.5889684685,7033949.09463617
569618.9373037891,7033930.188505585
569511.729125014,7034047.14761946
569506.1205039978,7034046.557539539
569504.5565351897,7034046.389784114
569476.448771894,7034043.426995635
569572.2182882346,7034147.559882439
569571.8514508154,7034141.477499562
569569.8398137564,7034107.06042437
569768.138221903,7034234.30849806
569768.1851354376,7034231.244453224
569768.5090251955,7034209.7737499345
569770.0109511904,7034186.021600655
569771.6163562194,7034139.690514807
569772.8930559764,7034134.491048155
569773.9379081167,7034129.163918198
569782.5592078695,7034085.047949192
569786.6746788056,7034067.817373506
569797.2148474252,7034027.978699727
569873.381674274,7034086.363268201
569865.9432988283,7034086.579630381
569835.1313261595,7034087.678477736
569790.1934237756,7034086.15086222
569782.5592078695,7034085.047949192
569576.6582261248,7033985.319635476
569577.2674805671,7033977.742686562
569577.4695618895,7033975.339617618
569580.0053090513,7033946.460619708
569498.1748562419,7034149.549164113
569501.4958602992,7034122.403627873
569504.0290670013,7034105.316657242
569511.729125014,7034047.14761946
569679.7422324907,7034075.850064219
569684.9210642035,7034077.144405599
569693.3373417079,7034079.244956782
569722.2253064045,7034086.473194296
569726.0665669119,7034071.49914511
569730.9282432009,7034052.546054193
569739.6655099603,7034021.172048436
569521.7965790149,7033978.385962744
569518.9149499473,7033973.608670594
569533.6046486582,7033865.425001269
569621.2815680448,7033991.496255612
569632.2793292997,7033993.363076623
569644.9181036658,7033995.299125952
569686.2431047914,7034001.616566992
569699.1319431248,7034003.758906354
569712.5533810703,7034006.202701488
569741.6243470912,7034011.250530735
569792.767232717,7034020.859793989
569798.3885224373,7034021.785024476
569855.6283562451,7034031.784790965
569858.7936373836,7034033.837902028
569540.0828345759,7034147.573906976
569540.7265107265,7034156.537893596
569543.4755349661,7034194.704792659
569592.0667165166,7034078.576630528
569607.2800187368,7034077.358634697
569619.8431780827,7034078.16723263
569618.7130904266,7034093.378775266
569592.7555680063,7034090.963339461
569592.0667165166,7034078.576630528
569588.7386144961,7034018.64069983
569606.1567106282,7034018.897338183
569624.6182214128,7034019.154506852
569619.8431780827,7034078.16723263
569618.7130904266,7034093.378775266
569631.5564581297,7034093.926027438
569606.1567106282,7034018.897338183
569607.2800187368,7034077.358634697
569624.6182214128,7034019.154506852
569628.1370842961,7034017.358678616
569631.5219242512,7033998.796819325
569632.2793292997,7033993.363076623
569692.7454594593,7033940.835966551
569707.9138938626,7033943.99771051
569714.9763151724,7033945.466918656
569726.0665669119,7034071.49914511
569735.2040702349,7034073.49293663
569751.0244360825,7034076.947769262
569756.3755746818,7034078.123384424
569763.3566218887,7034079.646661013
569768.762641942,7034080.823494955
569782.5592078695,7034085.047949192
569786.4673810055,7034123.273873281
569792.9724739855,7034110.00762083
569806.2005913416,7034109.850652612
569806.3047177391,7034127.942408682
569806.3336164606,7034133.248396314
569624.5452133787,7033885.204052178
569665.3354315034,7033885.658047654
569672.223262676,7033885.75243252
569712.2953263177,7033885.255136726
569744.3791546084,7033891.851042802
569768.8436228032,7033901.21228871
569776.0730463548,7033915.848347038
569774.8944389019,7033929.130587355
569761.2679019012,7033941.10459763
569745.169024346,7033946.036366984
569714.9763151724,7033945.466918656
569702.7829437471,7033991.555960775
569701.3597671317,7033996.6073648
569701.0537101568,7033997.592658042
569699.1319431248,7034003.758906354
569542.1882085339,7033866.291604732
569526.2695736331,7033974.7271546805
569521.7965790149,7033978.385962744
569569.8398137564,7034107.06042437
569569.4140780603,7034099.784172278
569565.6045662534,7034064.70381577
569561.8034322641,7033990.691783485
569562.629207481,7033983.487351989
569504.0290670013,7034105.316657242
569495.9253730056,7034103.9924534345
569476.1216031516,7034100.742089834
569511.729125014,7034047.14761946
569520.3657270913,7033986.558062379
569521.7965790149,7033978.385962744
569490.3114054085,7034205.6081442945
569496.6878755267,7034158.700871921
569498.1748562419,7034149.549164113
569572.2182882346,7034147.559882439
569560.964946888,7034148.284636376
569540.0828345759,7034147.573906976
569540.0828345759,7034147.573906976
569506.4099660667,7034149.416150623
569498.1748562419,7034149.549164113
569618.9373037891,7033930.188505585
569618.7180542734,7033927.876573621
569618.5873826098,7033925.165326101
569615.6804410836,7033877.766293262
569639.4042368565,7034074.915260874
569645.8877072054,7034031.454577794
569642.771354401,7034021.879406627
569642.771354401,7034021.879406627
569644.4146881809,7034000.760691374
569644.9181036658,7033995.299125952
569569.4140780603,7034099.784172278
569564.4320495666,7034099.99896848
569563.7724041434,7034100.029195303
